created_date_hour,complaint_type,count
2024-12-05T23,DOOR/WINDOW,1
2024-12-05T23,ELECTRIC,2
2024-12-05T23,GENERAL,1
2024-12-05T23,HEAT/HOT WATER,101
2024-12-05T23,PLUMBING,2
2024-12-05T23,WATER LEAK,2
2024-12-05T22,APPLIANCE,4
2024-12-05T22,DOOR/WINDOW,8
2024-12-05T22,ELECTRIC,2
2024-12-05T22,FLOORING/STAIRS,2
2024-12-05T22,GENERAL,2
2024-12-05T22,HEAT/HOT WATER,114
2024-12-05T22,PAINT/PLASTER,4
2024-12-05T22,PLUMBING,3
2024-12-05T22,SAFETY,2
2024-12-05T22,UNSANITARY CONDITION,9
2024-12-05T22,WATER LEAK,4
2024-12-05T21,APPLIANCE,1
2024-12-05T21,DOOR/WINDOW,13
2024-12-05T21,ELECTRIC,4
2024-12-05T21,FLOORING/STAIRS,3
2024-12-05T21,GENERAL,1
2024-12-05T21,HEAT/HOT WATER,145
2024-12-05T21,PAINT/PLASTER,6
2024-12-05T21,PLUMBING,8
2024-12-05T21,SAFETY,1
2024-12-05T21,UNSANITARY CONDITION,11
2024-12-05T21,WATER LEAK,7
2024-12-05T20,DOOR/WINDOW,7
2024-12-05T20,ELECTRIC,5
2024-12-05T20,FLOORING/STAIRS,2
2024-12-05T20,GENERAL,2
2024-12-05T20,HEAT/HOT WATER,175
2024-12-05T20,PAINT/PLASTER,11
2024-12-05T20,PLUMBING,6
2024-12-05T20,SAFETY,3
2024-12-05T20,UNSANITARY CONDITION,15
2024-12-05T20,WATER LEAK,3
2024-12-05T19,APPLIANCE,6
2024-12-05T19,DOOR/WINDOW,13
2024-12-05T19,ELECTRIC,9
2024-12-05T19,FLOORING/STAIRS,4
2024-12-05T19,GENERAL,2
2024-12-05T19,HEAT/HOT WATER,172
2024-12-05T19,PAINT/PLASTER,13
2024-12-05T19,PLUMBING,18
2024-12-05T19,SAFETY,3
2024-12-05T19,UNSANITARY CONDITION,17
2024-12-05T19,WATER LEAK,6
2024-12-05T18,APPLIANCE,1
2024-12-05T18,DOOR/WINDOW,6
2024-12-05T18,ELECTRIC,8
2024-12-05T18,FLOORING/STAIRS,4
2024-12-05T18,GENERAL,3
2024-12-05T18,HEAT/HOT WATER,173
2024-12-05T18,PAINT/PLASTER,5
2024-12-05T18,PLUMBING,14
2024-12-05T18,SAFETY,3
2024-12-05T18,UNSANITARY CONDITION,12
2024-12-05T18,WATER LEAK,3
2024-12-05T17,APPLIANCE,7
2024-12-05T17,DOOR/WINDOW,6
2024-12-05T17,ELECTRIC,7
2024-12-05T17,FLOORING/STAIRS,3
2024-12-05T17,GENERAL,8
2024-12-05T17,HEAT/HOT WATER,177
2024-12-05T17,PAINT/PLASTER,14
2024-12-05T17,PLUMBING,21
2024-12-05T17,SAFETY,8
2024-12-05T17,UNSANITARY CONDITION,26
2024-12-05T17,WATER LEAK,5
2024-12-05T16,APPLIANCE,3
2024-12-05T16,DOOR/WINDOW,9
2024-12-05T16,ELECTRIC,1
2024-12-05T16,ELEVATOR,1
2024-12-05T16,FLOORING/STAIRS,3
2024-12-05T16,GENERAL,8
2024-12-05T16,HEAT/HOT WATER,150
2024-12-05T16,PAINT/PLASTER,15
2024-12-05T16,PLUMBING,15
2024-12-05T16,SAFETY,8
2024-12-05T16,UNSANITARY CONDITION,37
2024-12-05T16,WATER LEAK,4
2024-12-05T15,APPLIANCE,7
2024-12-05T15,DOOR/WINDOW,16
2024-12-05T15,ELECTRIC,13
2024-12-05T15,FLOORING/STAIRS,5
2024-12-05T15,GENERAL,8
2024-12-05T15,HEAT/HOT WATER,137
2024-12-05T15,OUTSIDE BUILDING,1
2024-12-05T15,PAINT/PLASTER,11
2024-12-05T15,PLUMBING,14
2024-12-05T15,SAFETY,6
2024-12-05T15,UNSANITARY CONDITION,22
2024-12-05T15,WATER LEAK,4
2024-12-05T14,APPLIANCE,8
2024-12-05T14,DOOR/WINDOW,19
2024-12-05T14,ELECTRIC,10
2024-12-05T14,FLOORING/STAIRS,14
2024-12-05T14,GENERAL,10
2024-12-05T14,HEAT/HOT WATER,121
2024-12-05T14,PAINT/PLASTER,22
2024-12-05T14,PLUMBING,13
2024-12-05T14,SAFETY,6
2024-12-05T14,UNSANITARY CONDITION,34
2024-12-05T14,WATER LEAK,11
2024-12-05T13,APPLIANCE,7
2024-12-05T13,DOOR/WINDOW,14
2024-12-05T13,ELECTRIC,7
2024-12-05T13,FLOORING/STAIRS,6
2024-12-05T13,GENERAL,13
2024-12-05T13,HEAT/HOT WATER,104
2024-12-05T13,PAINT/PLASTER,16
2024-12-05T13,PLUMBING,23
2024-12-05T13,SAFETY,3
2024-12-05T13,UNSANITARY CONDITION,26
2024-12-05T13,WATER LEAK,6
2024-12-05T12,APPLIANCE,9
2024-12-05T12,DOOR/WINDOW,16
2024-12-05T12,ELECTRIC,9
2024-12-05T12,FLOORING/STAIRS,13
2024-12-05T12,GENERAL,15
2024-12-05T12,HEAT/HOT WATER,135
2024-12-05T12,PAINT/PLASTER,17
2024-12-05T12,PLUMBING,24
2024-12-05T12,SAFETY,3
2024-12-05T12,UNSANITARY CONDITION,34
2024-12-05T12,WATER LEAK,7
2024-12-05T11,APPLIANCE,12
2024-12-05T11,DOOR/WINDOW,24
2024-12-05T11,ELECTRIC,14
2024-12-05T11,ELEVATOR,1
2024-12-05T11,FLOORING/STAIRS,19
2024-12-05T11,GENERAL,18
2024-12-05T11,HEAT/HOT WATER,134
2024-12-05T11,OUTSIDE BUILDING,1
2024-12-05T11,PAINT/PLASTER,21
2024-12-05T11,PLUMBING,28
2024-12-05T11,SAFETY,6
2024-12-05T11,UNSANITARY CONDITION,30
2024-12-05T11,WATER LEAK,13
2024-12-05T10,APPLIANCE,7
2024-12-05T10,DOOR/WINDOW,10
2024-12-05T10,ELECTRIC,6
2024-12-05T10,FLOORING/STAIRS,6
2024-12-05T10,GENERAL,14
2024-12-05T10,HEAT/HOT WATER,146
2024-12-05T10,PAINT/PLASTER,28
2024-12-05T10,PLUMBING,24
2024-12-05T10,SAFETY,2
2024-12-05T10,UNSANITARY CONDITION,34
2024-12-05T10,WATER LEAK,16
2024-12-05T09,APPLIANCE,5
2024-12-05T09,DOOR/WINDOW,20
2024-12-05T09,ELECTRIC,10
2024-12-05T09,FLOORING/STAIRS,3
2024-12-05T09,GENERAL,6
2024-12-05T09,HEAT/HOT WATER,119
2024-12-05T09,PAINT/PLASTER,15
2024-12-05T09,PLUMBING,16
2024-12-05T09,UNSANITARY CONDITION,36
2024-12-05T09,WATER LEAK,5
2024-12-05T08,APPLIANCE,3
2024-12-05T08,DOOR/WINDOW,10
2024-12-05T08,ELECTRIC,4
2024-12-05T08,FLOORING/STAIRS,4
2024-12-05T08,GENERAL,3
2024-12-05T08,HEAT/HOT WATER,95
2024-12-05T08,PAINT/PLASTER,14
2024-12-05T08,PLUMBING,6
2024-12-05T08,SAFETY,1
2024-12-05T08,UNSANITARY CONDITION,29
2024-12-05T08,WATER LEAK,12
2024-12-05T07,APPLIANCE,3
2024-12-05T07,DOOR/WINDOW,6
2024-12-05T07,ELECTRIC,1
2024-12-05T07,FLOORING/STAIRS,1
2024-12-05T07,GENERAL,6
2024-12-05T07,HEAT/HOT WATER,117
2024-12-05T07,PAINT/PLASTER,3
2024-12-05T07,PLUMBING,1
2024-12-05T07,UNSANITARY CONDITION,7
2024-12-05T07,WATER LEAK,2
2024-12-05T06,DOOR/WINDOW,1
2024-12-05T06,ELECTRIC,3
2024-12-05T06,FLOORING/STAIRS,1
2024-12-05T06,HEAT/HOT WATER,87
2024-12-05T06,PAINT/PLASTER,1
2024-12-05T06,PLUMBING,2
2024-12-05T06,UNSANITARY CONDITION,4
2024-12-05T06,WATER LEAK,4
2024-12-05T05,ELECTRIC,1
2024-12-05T05,GENERAL,2
2024-12-05T05,HEAT/HOT WATER,55
2024-12-05T05,PLUMBING,2
2024-12-05T05,UNSANITARY CONDITION,3
2024-12-05T05,WATER LEAK,1
2024-12-05T04,DOOR/WINDOW,1
2024-12-05T04,GENERAL,1
2024-12-05T04,HEAT/HOT WATER,28
2024-12-05T04,UNSANITARY CONDITION,1
2024-12-05T03,APPLIANCE,1
2024-12-05T03,DOOR/WINDOW,2
2024-12-05T03,GENERAL,4
2024-12-05T03,HEAT/HOT WATER,33
2024-12-05T03,SAFETY,2
2024-12-05T03,UNSANITARY CONDITION,3
2024-12-05T03,WATER LEAK,2
2024-12-05T02,DOOR/WINDOW,1
2024-12-05T02,ELECTRIC,2
2024-12-05T02,FLOORING/STAIRS,1
2024-12-05T02,GENERAL,2
2024-12-05T02,HEAT/HOT WATER,33
2024-12-05T02,PAINT/PLASTER,1
2024-12-05T02,PLUMBING,2
2024-12-05T02,WATER LEAK,1
2024-12-05T01,DOOR/WINDOW,1
2024-12-05T01,HEAT/HOT WATER,48
2024-12-05T01,UNSANITARY CONDITION,1
2024-12-05T01,WATER LEAK,1
2024-12-05T00,APPLIANCE,1
2024-12-05T00,DOOR/WINDOW,4
2024-12-05T00,FLOORING/STAIRS,1
2024-12-05T00,GENERAL,1
2024-12-05T00,HEAT/HOT WATER,72
2024-12-05T00,PAINT/PLASTER,2
2024-12-05T00,UNSANITARY CONDITION,1
2024-12-05T00,WATER LEAK,1
2024-12-04T23,DOOR/WINDOW,1
2024-12-04T23,GENERAL,2
2024-12-04T23,HEAT/HOT WATER,82
2024-12-04T23,PAINT/PLASTER,3
2024-12-04T23,PLUMBING,1
2024-12-04T23,SAFETY,2
2024-12-04T23,UNSANITARY CONDITION,4
2024-12-04T23,WATER LEAK,2
2024-12-04T22,DOOR/WINDOW,5
2024-12-04T22,ELECTRIC,3
2024-12-04T22,ELEVATOR,1
2024-12-04T22,FLOORING/STAIRS,5
2024-12-04T22,GENERAL,2
2024-12-04T22,HEAT/HOT WATER,98
2024-12-04T22,PAINT/PLASTER,7
2024-12-04T22,PLUMBING,9
2024-12-04T22,SAFETY,2
2024-12-04T22,UNSANITARY CONDITION,12
2024-12-04T22,WATER LEAK,4
2024-12-04T21,APPLIANCE,2
2024-12-04T21,DOOR/WINDOW,9
2024-12-04T21,ELECTRIC,10
2024-12-04T21,FLOORING/STAIRS,3
2024-12-04T21,GENERAL,5
2024-12-04T21,HEAT/HOT WATER,132
2024-12-04T21,PAINT/PLASTER,4
2024-12-04T21,PLUMBING,13
2024-12-04T21,SAFETY,1
2024-12-04T21,UNSANITARY CONDITION,12
2024-12-04T21,WATER LEAK,4
2024-12-04T20,APPLIANCE,2
2024-12-04T20,DOOR/WINDOW,9
2024-12-04T20,ELECTRIC,2
2024-12-04T20,ELEVATOR,1
2024-12-04T20,FLOORING/STAIRS,2
2024-12-04T20,GENERAL,9
2024-12-04T20,HEAT/HOT WATER,165
2024-12-04T20,PAINT/PLASTER,6
2024-12-04T20,PLUMBING,5
2024-12-04T20,SAFETY,3
2024-12-04T20,UNSANITARY CONDITION,9
2024-12-04T20,WATER LEAK,4
2024-12-04T19,APPLIANCE,3
2024-12-04T19,DOOR/WINDOW,10
2024-12-04T19,ELECTRIC,4
2024-12-04T19,ELEVATOR,1
2024-12-04T19,FLOORING/STAIRS,8
2024-12-04T19,GENERAL,8
2024-12-04T19,HEAT/HOT WATER,145
2024-12-04T19,PAINT/PLASTER,12
2024-12-04T19,PLUMBING,19
2024-12-04T19,SAFETY,4
2024-12-04T19,UNSANITARY CONDITION,16
2024-12-04T19,WATER LEAK,5
2024-12-04T18,APPLIANCE,1
2024-12-04T18,DOOR/WINDOW,6
2024-12-04T18,ELECTRIC,9
2024-12-04T18,FLOORING/STAIRS,14
2024-12-04T18,GENERAL,14
2024-12-04T18,HEAT/HOT WATER,134
2024-12-04T18,PAINT/PLASTER,7
2024-12-04T18,PLUMBING,11
2024-12-04T18,SAFETY,1
2024-12-04T18,UNSANITARY CONDITION,19
2024-12-04T18,WATER LEAK,6
2024-12-04T17,APPLIANCE,2
2024-12-04T17,DOOR/WINDOW,12
2024-12-04T17,ELECTRIC,8
2024-12-04T17,ELEVATOR,1
2024-12-04T17,FLOORING/STAIRS,6
2024-12-04T17,GENERAL,5
2024-12-04T17,HEAT/HOT WATER,155
2024-12-04T17,PAINT/PLASTER,8
2024-12-04T17,PLUMBING,7
2024-12-04T17,SAFETY,5
2024-12-04T17,UNSANITARY CONDITION,16
2024-12-04T17,WATER LEAK,4
2024-12-04T16,APPLIANCE,8
2024-12-04T16,DOOR/WINDOW,9
2024-12-04T16,ELECTRIC,11
2024-12-04T16,FLOORING/STAIRS,5
2024-12-04T16,GENERAL,7
2024-12-04T16,HEAT/HOT WATER,146
2024-12-04T16,OUTSIDE BUILDING,2
2024-12-04T16,PAINT/PLASTER,8
2024-12-04T16,PLUMBING,14
2024-12-04T16,SAFETY,4
2024-12-04T16,UNSANITARY CONDITION,27
2024-12-04T16,WATER LEAK,12
2024-12-04T15,APPLIANCE,5
2024-12-04T15,DOOR/WINDOW,12
2024-12-04T15,ELECTRIC,3
2024-12-04T15,FLOORING/STAIRS,11
2024-12-04T15,GENERAL,6
2024-12-04T15,HEAT/HOT WATER,149
2024-12-04T15,PAINT/PLASTER,22
2024-12-04T15,PLUMBING,15
2024-12-04T15,SAFETY,1
2024-12-04T15,UNSANITARY CONDITION,25
2024-12-04T15,WATER LEAK,9
2024-12-04T14,APPLIANCE,1
2024-12-04T14,DOOR/WINDOW,17
2024-12-04T14,ELECTRIC,5
2024-12-04T14,FLOORING/STAIRS,9
2024-12-04T14,GENERAL,10
2024-12-04T14,HEAT/HOT WATER,124
2024-12-04T14,PAINT/PLASTER,20
2024-12-04T14,PLUMBING,17
2024-12-04T14,SAFETY,6
2024-12-04T14,UNSANITARY CONDITION,19
2024-12-04T14,WATER LEAK,8
2024-12-04T13,APPLIANCE,5
2024-12-04T13,DOOR/WINDOW,10
2024-12-04T13,ELECTRIC,11
2024-12-04T13,FLOORING/STAIRS,5
2024-12-04T13,GENERAL,13
2024-12-04T13,HEAT/HOT WATER,133
2024-12-04T13,PAINT/PLASTER,13
2024-12-04T13,PLUMBING,18
2024-12-04T13,UNSANITARY CONDITION,29
2024-12-04T13,WATER LEAK,9
2024-12-04T12,APPLIANCE,2
2024-12-04T12,DOOR/WINDOW,17
2024-12-04T12,ELECTRIC,5
2024-12-04T12,FLOORING/STAIRS,3
2024-12-04T12,GENERAL,10
2024-12-04T12,HEAT/HOT WATER,120
2024-12-04T12,PAINT/PLASTER,16
2024-12-04T12,PLUMBING,18
2024-12-04T12,SAFETY,5
2024-12-04T12,UNSANITARY CONDITION,28
2024-12-04T12,WATER LEAK,10
2024-12-04T11,APPLIANCE,13
2024-12-04T11,DOOR/WINDOW,21
2024-12-04T11,ELECTRIC,7
2024-12-04T11,FLOORING/STAIRS,8
2024-12-04T11,GENERAL,8
2024-12-04T11,HEAT/HOT WATER,150
2024-12-04T11,PAINT/PLASTER,25
2024-12-04T11,PLUMBING,27
2024-12-04T11,SAFETY,3
2024-12-04T11,UNSANITARY CONDITION,36
2024-12-04T11,WATER LEAK,12
2024-12-04T10,APPLIANCE,10
2024-12-04T10,DOOR/WINDOW,8
2024-12-04T10,ELECTRIC,6
2024-12-04T10,FLOORING/STAIRS,7
2024-12-04T10,GENERAL,8
2024-12-04T10,HEAT/HOT WATER,129
2024-12-04T10,PAINT/PLASTER,23
2024-12-04T10,PLUMBING,36
2024-12-04T10,SAFETY,4
2024-12-04T10,UNSANITARY CONDITION,38
2024-12-04T10,WATER LEAK,21
2024-12-04T09,APPLIANCE,10
2024-12-04T09,DOOR/WINDOW,18
2024-12-04T09,ELECTRIC,5
2024-12-04T09,FLOORING/STAIRS,8
2024-12-04T09,GENERAL,10
2024-12-04T09,HEAT/HOT WATER,143
2024-12-04T09,PAINT/PLASTER,15
2024-12-04T09,PLUMBING,24
2024-12-04T09,SAFETY,5
2024-12-04T09,UNSANITARY CONDITION,37
2024-12-04T09,WATER LEAK,10
2024-12-04T08,APPLIANCE,4
2024-12-04T08,DOOR/WINDOW,13
2024-12-04T08,ELECTRIC,3
2024-12-04T08,FLOORING/STAIRS,9
2024-12-04T08,GENERAL,8
2024-12-04T08,HEAT/HOT WATER,133
2024-12-04T08,PAINT/PLASTER,12
2024-12-04T08,PLUMBING,10
2024-12-04T08,SAFETY,2
2024-12-04T08,UNSANITARY CONDITION,23
2024-12-04T08,WATER LEAK,6
2024-12-04T07,APPLIANCE,1
2024-12-04T07,DOOR/WINDOW,7
2024-12-04T07,ELECTRIC,8
2024-12-04T07,FLOORING/STAIRS,3
2024-12-04T07,GENERAL,2
2024-12-04T07,HEAT/HOT WATER,145
2024-12-04T07,PAINT/PLASTER,9
2024-12-04T07,PLUMBING,14
2024-12-04T07,SAFETY,2
2024-12-04T07,UNSANITARY CONDITION,12
2024-12-04T07,WATER LEAK,3
2024-12-04T06,APPLIANCE,2
2024-12-04T06,DOOR/WINDOW,3
2024-12-04T06,FLOORING/STAIRS,1
2024-12-04T06,GENERAL,1
2024-12-04T06,HEAT/HOT WATER,109
2024-12-04T06,PAINT/PLASTER,2
2024-12-04T06,PLUMBING,5
2024-12-04T06,UNSANITARY CONDITION,8
2024-12-04T05,ELECTRIC,1
2024-12-04T05,GENERAL,1
2024-12-04T05,HEAT/HOT WATER,57
2024-12-04T05,PAINT/PLASTER,1
2024-12-04T05,PLUMBING,2
2024-12-04T05,UNSANITARY CONDITION,5
2024-12-04T04,APPLIANCE,1
2024-12-04T04,DOOR/WINDOW,2
2024-12-04T04,ELECTRIC,2
2024-12-04T04,HEAT/HOT WATER,33
2024-12-04T04,PAINT/PLASTER,1
2024-12-04T04,PLUMBING,8
2024-12-04T04,UNSANITARY CONDITION,3
2024-12-04T03,HEAT/HOT WATER,41
2024-12-04T03,PAINT/PLASTER,1
2024-12-04T03,PLUMBING,1
2024-12-04T03,UNSANITARY CONDITION,2
2024-12-04T02,DOOR/WINDOW,2
2024-12-04T02,HEAT/HOT WATER,43
2024-12-04T02,PAINT/PLASTER,2
2024-12-04T02,PLUMBING,3
2024-12-04T02,SAFETY,2
2024-12-04T02,UNSANITARY CONDITION,9
2024-12-04T02,WATER LEAK,3
2024-12-04T01,ELECTRIC,2
2024-12-04T01,GENERAL,2
2024-12-04T01,HEAT/HOT WATER,65
2024-12-04T01,PLUMBING,1
2024-12-04T00,DOOR/WINDOW,2
2024-12-04T00,ELECTRIC,1
2024-12-04T00,FLOORING/STAIRS,2
2024-12-04T00,GENERAL,3
2024-12-04T00,HEAT/HOT WATER,63
2024-12-04T00,PAINT/PLASTER,3
2024-12-04T00,UNSANITARY CONDITION,9
2024-12-04T00,WATER LEAK,2
2024-12-03T23,APPLIANCE,1
2024-12-03T23,DOOR/WINDOW,1
2024-12-03T23,ELECTRIC,3
2024-12-03T23,FLOORING/STAIRS,1
2024-12-03T23,GENERAL,5
2024-12-03T23,HEAT/HOT WATER,92
2024-12-03T23,PAINT/PLASTER,5
2024-12-03T23,PLUMBING,1
2024-12-03T23,UNSANITARY CONDITION,7
2024-12-03T23,WATER LEAK,1
2024-12-03T22,APPLIANCE,3
2024-12-03T22,DOOR/WINDOW,8
2024-12-03T22,ELECTRIC,2
2024-12-03T22,ELEVATOR,1
2024-12-03T22,FLOORING/STAIRS,1
2024-12-03T22,GENERAL,3
2024-12-03T22,HEAT/HOT WATER,111
2024-12-03T22,PAINT/PLASTER,5
2024-12-03T22,PLUMBING,6
2024-12-03T22,UNSANITARY CONDITION,12
2024-12-03T22,WATER LEAK,5
2024-12-03T21,APPLIANCE,1
2024-12-03T21,DOOR/WINDOW,15
2024-12-03T21,ELECTRIC,4
2024-12-03T21,ELEVATOR,2
2024-12-03T21,FLOORING/STAIRS,2
2024-12-03T21,GENERAL,6
2024-12-03T21,HEAT/HOT WATER,161
2024-12-03T21,PAINT/PLASTER,11
2024-12-03T21,PLUMBING,13
2024-12-03T21,SAFETY,10
2024-12-03T21,UNSANITARY CONDITION,24
2024-12-03T21,WATER LEAK,7
2024-12-03T20,APPLIANCE,3
2024-12-03T20,DOOR/WINDOW,15
2024-12-03T20,ELECTRIC,3
2024-12-03T20,FLOORING/STAIRS,2
2024-12-03T20,GENERAL,4
2024-12-03T20,HEAT/HOT WATER,177
2024-12-03T20,PAINT/PLASTER,3
